SMMPr_1,SMMPr_2,SMMPr_3,HiOs_1,HiOs_2,HiOs_3,SMM_1,SMM_2,SMM_3,Salt_1,Salt_2,Salt_3
BSU01450,11.5238,11.3364,11.5794,11.9844,11.7234,11.7262,12.1633,12.1705,12.2502,12.0697,11.9358,12.1754
BSU01460,11.678,11.4457,11.4532,11.8405,11.6012,11.7384,12.1486,12.0213,12.1063,11.9957,12.0408,12.0956
BSU01470,11.4921,11.5196,11.7039,11.7397,11.6261,11.5976,12.068,12.0386,12.1484,11.9256,11.7382,12.0742
BSU01480,12.3754,12.1366,12.6038,12.1023,11.9216,12,13.1032,13.0622,13.1513,12.9734,12.9351,12.8644
new_153039_153507_c,6.8954,7.1186,7.3693,7.1154,7.697,7.2532,7.0711,7.0062,6.7894,7.3012,7.0753,7.0378
BSU01490,15.9644,15.8943,16.1869,15.8069,15.5964,15.7193,16.3731,16.295,16.0931,15.8443,15.6729,15.7013
BSU01500,14.7994,14.9132,15.2817,14.9025,14.6666,15.0664,15.7812,15.2597,15.0687,14.6065,14.6461,14.4981
new_154838_155119,8.7153,8.6825,8.9837,9.011,9.124,8.9976,8.7942,8.7207,9.273,9.6287,9.6275,9.6277
BSU01510,13.2837,13.1143,13.2103,12.8815,12.6385,12.82,12.6287,12.6362,12.6333,11.1831,11.1449,11.1777
BSU01520,9.7616,9.3563,8.9947,8.1204,8.1659,8.1432,7.7533,7.6473,7.8059,7.5024,7.4523,7.3951
BSU01530,9.4026,9.1392,8.9117,9.1272,9.2197,8.6593,7.7539,7.8455,7.8928,7.7437,7.7962,7.5274
BSU01540,13.2198,13.4593,13.6588,13.8876,13.4498,13.7899,13.64,13.3862,13.3193,13.7396,13.5926,13.7248
new_158050_158514_c,7.7838,7.5023,7.686,7.2582,8.8722,7.9744,7.5073,7.6083,7.3151,7.818,7.7698,7.346
new_158510_159181,11.6835,11.8641,12.004,12.1229,12.0489,12.1367,11.841,11.9263,12.01,11.7612,11.6639,11.7529
BSU01550,9.4528,8.8142,8.6869,7.8016,8.1743,7.8565,7.5072,7.4008,7.3877,7.4963,7.5465,7.2403
new_159149_159778_c,7.3289,7.5688,7.4947,7.8384,8.1526,7.7474,7.1614,7.2191,7.0914,7.4147,7.206,7.0148
BSU01560,11.3481,11.415,11.6681,11.8746,11.6766,11.7219,11.4929,11.3172,11.4242,11.2428,11.2169,11.3947
BSU01570,8.4429,8.5556,8.1692,8.9034,9.072,8.4958,7.339,7.5968,7.605,7.5879,7.6716,7.1874
new_159779_160673,10.7902,10.7583,11.1176,11.4359,11.3979,11.3929,10.8609,10.8914,10.9894,10.8852,10.7073,11.0716
new_160675_160892,15.3469,15.1441,15.373,14.7146,14.4189,14.7181,15.8662,15.8941,15.8537,15.0845,14.8617,14.978
BSU_tRNA_24,12.4619,12.0959,12.7876,11.8915,12.1372,12.3437,12.7724,12.9477,13.3438,12.5033,12.4163,12.6405
new_176316_176924,7.6941,7.6423,7.7291,7.4418,7.7751,7.9682,8.1262,8.1103,8.3592,8.3711,8.5399,8.229
new_176926_177082,11.8057,11.4718,11.8908,11.6687,11.3576,11.3519,12.0452,12.1274,12.3032,10.6683,10.6394,11.0272
BSU01580,10.2516,10.2983,10.4436,10.2196,10.045,10.1106,10.7582,10.7031,10.9513,9.5198,9.4483,9.7348
BSU01590,9.721,9.6953,10.0341,10.0107,10.1432,10.0935,10.2317,10.087,10.277,9.6676,9.5714,9.7129
BSU01600,8.6191,8.8259,8.871,11.1488,10.8955,11.1923,9.2272,9.3286,9.4174,9.3085,9.2385,9.3914
BSU01610,8.7493,8.9921,9.1622,11.3617,11.0674,11.3133,9.5057,9.4423,9.5175,9.474,9.441,9.5889
BSU01620,8.8572,9.3449,9.5532,11.7185,11.5209,11.6865,9.7659,9.7279,9.928,9.8671,9.8755,10.0455
BSU01630,10.6274,11.102,11.3884,13.3668,13.1232,13.4111,11.1164,11.208,11.3571,11.2315,11.1844,11.2908
BSU01640,9.6549,10.0036,10.3573,11.4791,11.2174,11.3905,10.2815,10.1612,10.2714,10.6273,10.3467,10.5636
BSU01650,9.1715,9.0433,9.1028,9.7692,9.6639,9.5742,8.755,8.6369,8.7312,7.9584,7.8802,7.9244
BSU01660,9.0372,9.0395,8.9358,9.7297,9.5887,9.5031,8.7078,8.6893,8.6637,7.8268,7.7258,7.7871
BSU01670,9.288,9.12,9.1418,9.8702,9.7511,9.6503,8.9793,8.8804,8.9063,7.7278,7.6023,7.6661
BSU01680,9.3369,9.2665,9.4231,10.0355,9.9375,9.784,9.2467,9.2302,9.2783,7.7034,7.5511,7.5449
BSU01690,9.9946,10.0342,10.0755,10.469,10.3323,10.3942,10.0475,10.0855,10.1334,7.7733,7.6739,7.6445
BSU01700,10.2652,10.3183,10.5031,10.6883,10.4605,10.5069,10.5588,10.4124,10.5939,8.0263,7.6967,7.9229
BSU01710,9.0213,9.2361,9.3788,9.2682,9.2824,9.2399,9.5851,9.5754,9.7856,7.8703,7.7178,7.7383
BSU01720,9.8387,9.9352,9.9174,9.7893,9.5613,9.6708,10.0414,10.0525,10.0531,8.2924,8.1144,8.1055
new_194669_194786,9.3249,8.7008,8.564,8.0929,8.2873,8.3109,9.4149,9.5538,10.4019,9.6726,9.6873,9.5255
BSU01730,15.1122,15.3906,15.4298,14.478,14.2047,14.4752,14.5791,14.529,14.5147,15.9093,15.7803,15.9365
BSU01740,14.9513,15.1309,15.1392,14.2789,14.1607,14.3709,14.4138,14.4841,14.4741,15.8795,15.8269,15.9752
new_196132_196212,12.767,12.4896,12.6048,12.799,12.3288,12.59,12.8312,12.5212,12.6196,12.8305,12.696,13.0179
BSU01750,12.4952,12.4019,12.4681,12.4745,12.194,12.4137,12.6506,12.6414,12.7286,12.6161,12.5006,12.7357
BSU01760,12.6478,12.6536,12.8727,12.6745,12.3415,12.4659,12.8211,12.7861,12.844,12.7244,12.5806,12.7845
BSU01770,12.6395,12.7419,12.8856,12.6452,12.5494,12.6159,12.8476,12.893,12.9074,12.5845,12.3955,12.5821
new_200188_200276,14.0325,13.9804,14.0982,14.1721,13.88,14.0723,14.2776,14.3059,14.3428,12.8344,12.7398,12.987
BSU01780,13.8051,13.7292,13.704,13.6598,13.5674,13.5887,13.8346,13.9386,14.1619,12.5465,12.3725,12.5715
new_201802_202546_c,9.0633,9.0291,9.2486,9.6013,9.7781,9.7888,9.3132,9.1028,9.1537,9.112,8.9676,9.0772
BSU01800,9.7544,9.7492,9.8804,10.2493,10.0358,10.1271,9.8604,9.7803,9.8545,9.4549,9.4193,9.5539
BSU01810,7.6208,7.8616,7.9631,8.1725,8.2017,8.1973,7.8294,7.6737,7.68,7.4273,7.3493,7.3835
BSU01820,7.6931,7.8523,8.026,8.1087,8.2638,8.2195,7.8832,7.7736,7.7866,7.5652,7.5352,7.5437
new_204891_204975,7.968,8.0865,8.6622,8.6172,8.7529,8.9004,8.2338,8.3177,8.3329,8.0517,7.8996,7.9859
new_204977_205210,14.2257,14.1286,14.369,16.0632,16.0432,16.3898,14.9056,15.0343,14.4179,14.8624,14.7648,14.498
new_205212_205408,7.0067,7.2261,7.486,7.5305,7.9764,7.6721,8.1202,8.1376,8.3593,7.6904,8.0501,7.9065
BSU01830,6.794,7.1115,7.2888,7.4486,7.6671,7.4894,7.9165,7.5926,7.9483,7.5857,7.573,7.6442
BSU01845,7.1857,7.4701,7.6183,7.7029,7.7779,7.6988,8.2526,7.8476,8.2294,8.0071,8.1423,8.1657
new_209557_209632,7.5025,7.7927,7.9216,8.0932,8.091,8.0684,8.8814,8.3203,8.7961,8.4841,8.4669,8.5521
BSU01860,8.2601,8.1709,8.5683,8.6255,8.4395,8.4475,9.2092,8.7095,8.9739,8.6501,8.7097,8.8114
BSU01870,8.2709,8.3871,8.613,8.7267,8.6262,8.7062,9.1588,9.0217,9.3517,8.7243,8.8297,8.8577
BSU01880,8.3025,8.4843,8.6527,8.7569,8.6818,8.7447,9.0906,8.836,9.1234,8.7825,8.8179,8.7647
new_210947_211412,7.6315,7.6825,8.0333,7.8049,8.0258,7.8426,8.0997,7.9864,8.2963,8.0683,8.169,7.9767
BSU01889,11.9783,11.6697,11.6829,12.3674,12.0974,12.2314,12.1061,12.0849,11.9124,11.4415,11.1892,10.8085
new_211769_211858,7.0096,7.1561,7.2962,7.0507,7.3312,7.2835,7.2405,7.0929,6.998,7.1547,7.1285,6.9854
BSU01890,8.4841,8.5105,8.7165,8.8311,8.9717,8.8735,8.0618,8.1286,8.1144,8.2969,8.5361,8.5192
BSU01900,6.6019,6.9593,7.038,7.1337,7.0493,7.0964,6.9377,6.9128,6.83,6.9563,6.8219,7.0593
new_213878_213940,15.7904,16.0381,15.9754,15.2491,14.7229,14.8202,14.3199,14.7327,14.5334,14.3543,13.5564,13.4321
BSU01910,15.9297,16.1012,15.9581,14.8497,14.6902,14.9407,14.2195,14.8142,14.4946,14.3231,14.0816,13.3253
BSU01920,14.3088,14.6278,14.7331,12.3867,12.1436,12.4502,12.0072,12.5649,12.3943,9.8392,9.6118,9.6259
BSU01935,14.2584,14.5685,14.7866,12.4137,12.1967,12.5108,12.182,12.709,12.5691,9.8832,9.6458,9.7515
BSU01950,13.8878,14.0325,14.1514,12.1553,11.9375,12.0596,11.9097,12.1868,12.1331,10.2115,10.0675,10.1939
BSU01960,13.4199,13.7685,13.8259,11.8086,11.6578,11.8089,11.4738,11.8797,11.8039,9.8625,9.6881,9.9014
BSU01970,13.3496,13.5479,13.7639,11.8174,11.7098,11.8912,11.4553,11.9288,11.749,9.9198,9.8641,10.042
BSU01980,13.1655,13.4345,13.7283,11.7017,11.6779,11.7795,11.301,11.69,11.6027,9.7243,9.6592,9.8422
new_220033_220103,13.2552,13.7888,13.8548,11.9821,11.8762,12.2219,11.2357,11.7392,11.5787,9.8121,9.7373,9.974
new_220105_220278,10.9894,11.2423,11.4142,9.1377,9.0078,9.1086,9.721,9.9142,9.9569,8.3353,8.1806,8.3916
BSU01990,10.4816,10.798,10.9079,8.7695,8.6648,8.746,9.562,9.7061,9.5854,8.2279,8.056,8.2632
BSU02000,10.5853,10.7545,10.9317,9.2351,9.0637,9.2306,9.7226,9.7994,9.8024,8.8621,8.8332,8.974
BSU02010,11.4903,11.5204,11.9548,11.2496,10.8335,11.5024,10.7503,11.1192,10.8262,9.9862,9.794,9.8973
BSU02019,11.2316,11.3541,11.4211,11.3189,11.215,11.4385,11.6065,11.8141,11.5545,11.6581,11.3516,11.2817
BSU02030,8.6442,8.5681,8.8359,9.2101,9.0446,9.1402,9.1727,9.0442,9.0404,8.6276,8.5255,8.5986
BSU02040,12.2482,12.2695,12.4412,11.3316,11.019,11.2918,11.4684,11.6268,11.5248,9.861,9.7827,9.9631
BSU02050,13.3311,13.3707,13.6377,10.7687,10.1864,10.721,13.2556,13.2036,13.2034,12.0232,11.9062,11.8709
new_226436_226565,12.3463,12.4305,12.292,11.9331,11.538,11.7967,11.6013,11.768,11.5414,10.3193,9.9053,10.2204
BSU02060,11.3418,11.4316,11.5792,10.4114,10.7751,10.4263,10.4706,10.4346,10.2702,9.1513,9.2098,9.2479
BSU02070,9.7715,9.2432,8.9263,8.178,8.4035,8.0108,7.4257,7.3234,7.4039,7.9094,8.1606,7.7149
BSU02080,8.8431,8.4269,8.2379,7.6125,7.9507,7.6536,7.2516,7.0548,7.1871,7.5188,7.7351,7.3662
BSU02090,9.2302,9.3277,9.2268,8.7668,8.8214,8.8639,8.4692,8.4253,8.398,7.7502,7.7058,7.6756
BSU02100,8.0592,8.0833,8.0878,9.1134,9.2317,8.9011,7.9148,7.8584,7.8532,12.8914,13.1295,12.8687
BSU02110,10.8118,10.6172,10.7553,12.697,12.6023,12.3621,10.24,10.465,10.1641,15.958,15.988,15.9682
BSU02120,11.4758,11.4577,11.8776,12.1207,11.9952,12.1444,12.5782,12.6404,12.6697,11.9258,12.0582,12.0695
BSU02130,8.2119,8.5267,8.3972,8.0908,8.0244,8.0623,10.2284,10.2244,10.2362,8.5991,8.3379,8.3691
BSU02140,7.7016,7.9823,8.0166,7.3358,7.4342,7.4046,10.2636,10.1925,10.2573,8.1371,7.983,8.0765
new_234998_235624,8.1054,8.2391,8.4159,7.2337,7.4196,7.3067,7.2107,7.0593,7.0557,7.2921,7.2098,7.2644
new_235329_235401_c,7.8154,8.2612,8.115,7.5811,7.7338,7.5857,9.7125,10.1437,9.544,8.4373,8.122,8.1831
new_235403_235489_c,7.8274,8.2647,8.0758,8.0032,7.8286,8.2105,9.8739,10.0008,9.9069,8.3418,8.1216,8.1563
BSU02150,8.1815,8.2676,8.3437,8.1751,8.3102,8.0849,7.9758,7.8396,7.8587,7.9013,7.851,7.8205
BSU02160,9.6451,9.6928,9.8236,9.6566,9.3919,9.5762,9.8703,9.831,9.7058,10.109,9.8098,10.1763
BSU02170,8.4738,8.6848,8.7799,8.7069,8.7597,8.7569,8.9253,8.8282,8.8169,9.2558,9.0577,9.402
BSU02180,10.8493,10.4665,10.8378,11.3336,11.3231,11.2253,10.7503,10.8955,10.9147,10.7721,10.5903,10.75
new_238449_238569_c,11.3124,11.3534,11.5054,12.1398,11.7343,12.0685,11.7583,11.7891,11.8454,11.6722,11.7173,11.8139
new_238571_238643_c,11.6348,11.5657,11.8062,12.3426,11.8507,12.2709,11.8823,11.9687,12.0135,11.9273,11.8934,12.0084
BSU02190,11.4337,11.5712,11.7604,11.933,11.6048,11.9108,11.5143,11.6468,11.7418,11.9176,11.9569,12.0927
new_239556_239643_c,10.8263,10.7905,10.862,11.3469,11.4668,11.3454,11.1656,11.5171,11.4849,11.6594,11.7346,11.855
BSU02200,8.4702,8.5891,8.735,9.7666,9.6524,9.2233,8.7737,8.6146,8.7282,8.6161,8.6452,8.6551
BSU02210,8.5156,8.7282,8.9089,9.4157,9.3874,9.3931,8.842,8.7766,8.7611,8.4639,8.4655,8.5501
BSU02220,9.2569,9.3353,9.5188,9.9988,9.9638,9.8983,9.2713,9.1888,9.2446,8.8882,8.8202,9.0223
BSU02230,11.771,11.8349,12.0159,11.254,10.9827,10.9847,12.3798,12.2777,12.3621,10.854,10.7326,10.9259
BSU02240,13.141,12.8504,12.7512,13.5461,13.3851,13.442,12.035,12.0634,12.2707,11.4328,11.3651,11.3613
BSU02250,12.8914,12.5119,12.35,13.4449,13.2286,13.3487,11.8365,11.9094,11.9978,11.2554,11.3745,11.2875
new_246583_246657,11.9089,11.8811,12.1942,11.883,11.4049,11.5248,12.6613,12.4144,12.5986,11.9582,11.9251,11.8168
BSU02260,11.1279,11.0558,11.1851,10.5937,10.2815,10.4843,11.7316,11.7513,11.7106,10.8253,10.7343,10.8592
new_247549_247743,11.0061,10.9697,11.2139,10.5623,10.3729,10.607,11.4276,11.6335,11.6494,10.9055,10.9994,11.0629
BSU02270,11.226,11.1121,11.3311,11.0528,10.912,10.9983,11.4901,11.5011,11.6216,11.2492,11.1479,11.3759
BSU02280,11.2631,11.1068,11.4925,11.3918,11.1783,11.2073,11.4875,11.3066,11.4037,11.0223,11.1409,11.2046
BSU02290,10.9609,10.8016,11.03,11.0325,10.9057,10.9489,11.1394,11.083,11.1591,10.8166,10.7814,10.9765
BSU02300,7.7064,7.6639,7.8864,8.4613,8.7054,8.4845,8.0558,7.7952,7.6621,8.0096,7.9625,7.9679
BSU02310,12.5941,12.9957,13.0942,10.9122,10.6262,11.0451,10.8665,11.1161,10.7616,13.1599,12.9487,13.4908
BSU02320,11.272,11.7728,11.8177,9.5679,9.2082,9.4451,10.231,10.2997,10.044,11.4573,11.14,11.8951
new_252315_252458,11.0949,11.929,12.0556,9.6133,9.2829,9.6189,10.3241,10.4497,10.2565,11.5134,11.2737,12.1333
BSU02330,12.4856,12.7136,12.7888,12.2215,11.9181,11.9922,12.3209,12.2885,12.3727,12.8324,12.5982,12.7662
BSU02340,9.8183,9.9327,9.7363,9.6968,9.6044,9.6497,8.6393,8.6724,8.6966,8.3217,8.2686,8.3208
BSU02350,10.3087,10.2656,10.4177,8.9416,8.8266,9.0432,11.3785,11.2577,11.3502,9.6487,9.32,9.5975
BSU02360,10.5789,10.3963,10.5647,9.3357,9.0547,9.2283,11.5111,11.2379,11.3875,9.842,9.7949,9.9665
new_257545_257726,8.8987,9.196,9.525,8.6393,8.6254,8.6986,9.34,9.316,9.207,8.8451,8.7191,8.7974
new_257573_257643_c,11.2253,11.3421,11.0518,9.9292,9.0932,9.5863,12.0659,11.7208,11.7698,10.5131,10.4359,10.5597
BSU02370,10.3434,10.308,10.4625,9.9138,9.6497,9.9427,10.846,10.6396,10.796,10.4007,10.2323,10.5481
BSU02380,9.2553,9.2947,9.5889,9.1015,9.0614,9.1628,9.8556,9.5987,9.7086,9.4291,9.3167,9.5318
new_258887_259015,11.8758,11.7657,11.967,13.4168,12.9958,12.9391,12.0587,11.9827,11.9649,9.6042,9.5132,9.3745
BSU02390,11.1469,11.1771,11.5124,12.8198,12.6998,12.5971,11.4728,11.4071,11.5391,9.5578,9.4573,9.3908
BSU02400,10.5751,10.2559,10.3374,10.9796,10.8746,10.7539,11.4428,11.4313,11.6281,9.3224,9.3007,9.3595
new_261536_261647_c,11.4329,11.3233,11.4391,12.025,11.6045,11.905,12.1547,12.4665,12.5232,10.2985,10.1405,10.3677
BSU02410,10.1837,10.0747,10.1206,10.2443,10.353,10.1585,10.6549,10.6063,10.8497,9.5733,9.5364,9.701
BSU02420,6.7949,7.1753,7.2673,7.1335,7.3522,7.2052,7.1976,6.9816,6.9116,7.7128,7.7038,7.6242
BSU02430,6.7147,7.0846,7.1565,7.1089,7.2924,7.1612,7.103,6.8998,6.8288,7.0031,6.9124,7.0025
BSU02440,8.7069,8.7614,9.0003,9.3967,9.2054,9.1704,9.0571,8.6711,9.0341,9.1178,9.1641,9.2873
BSU02450,8.9666,9.0093,9.0823,9.5,9.3999,9.4571,9.247,9.0856,9.2321,9.1271,9.1216,9.1884
new_267772_267889,8.1896,8.4735,8.2793,10.053,9.5245,9.5635,8.5123,8.5076,8.3988,8.0307,7.8101,7.7591
BSU02460,7.3288,7.5895,7.7352,8.701,8.4998,8.5419,7.77,7.5579,7.5175,7.3743,7.1576,7.2711
BSU02470,7.1821,7.4774,7.581,8.564,8.4338,8.3358,7.5682,7.5441,7.4379,7.3133,7.1592,7.2566
BSU02480,6.8229,7.1788,7.408,7.8656,7.9481,7.8351,7.4471,7.2372,7.2012,7.2452,7.1693,7.1706
BSU02490,6.9876,7.332,7.5128,7.707,7.605,7.6337,7.3423,7.2195,7.1437,7.1671,6.9816,7.0974
BSU02500,10.2811,10.1983,10.1838,10.3982,10.1454,10.3748,10.3034,10.2388,10.2908,10.2083,9.9774,10.0614
BSU02510,7.8387,8.1121,8.1188,8.1352,7.941,7.973,8.0049,7.9007,7.8285,7.7002,7.551,7.7058
new_275603_275837,12.2675,12.1918,11.9705,10.9462,10.6219,11.197,12.2042,12.2692,11.9484,10.9619,10.935,11.2514
BSU02520,12.04,11.9261,12.0486,10.5927,10.365,10.3553,11.6815,11.7762,11.7974,10.5847,10.4961,10.8377
BSU_misc_RNA_6,12.6,12.2954,12.4441,12.7176,12.5115,12.1759,12.4738,12.4972,12.4162,12.4765,12.3271,12.2326
BSU02530,9.1458,9.3144,9.4864,8.7998,8.7955,8.7247,9.2953,9.231,9.2745,9.1916,9.1175,9.2119
BSU02540,8.6078,8.7222,8.8221,8.4868,8.4575,8.3952,8.9034,8.8088,8.7592,8.5889,8.5582,8.7151
new_278308_278376,10.3818,10.2703,10.4371,10.5117,9.6288,10.1729,11.1541,11.3621,11.2031,9.4623,8.7612,9.8952
BSU02550,9.4842,9.5776,9.5295,9.14,8.9032,9.0177,9.9267,9.7136,9.8749,8.5236,8.3634,8.4649
BSU02560,9.6141,9.603,9.8345,9.083,8.7516,8.9377,10.0037,9.4966,9.739,8.2979,8.0884,8.3239
BSU02570,9.6298,9.6077,9.778,9.1785,8.896,8.9551,9.9864,9.8256,9.9597,8.6956,8.5084,8.7097
new_280556_281740_c,8.2122,8.1322,8.3259,8.4194,8.3782,8.5808,7.5066,7.7203,7.178,9.0992,9.3252,8.988
BSU02580,9.4128,9.308,9.636,8.8863,8.8904,8.8915,9.7222,9.6741,9.7721,8.5725,8.3376,8.4716
BSU02590,10.7386,10.4079,10.9235,11.9757,11.849,11.8638,10.2382,10.635,10.2157,15.6224,15.7584,15.2279
new_282233_283231_c,11.51,11.34,11.91,11.85,11.47,12.29,10.25,11.11,10.3,10.57,10.04,9.9
BSU02600,11.4494,11.0315,10.6691,9.6399,10.0829,9.2173,8.4927,8.5287,8.8863,7.9346,8.0832,7.4373
BSU02610,8.8982,9.0352,9.1503,9.6171,9.229,9.5155,9.2936,9.1686,9.2686,8.7337,8.5878,8.7609
BSU02619,6.6206,7.0267,7.27,7.0246,7.193,7.2908,7.1744,6.9479,6.9058,6.9692,6.9573,7.0461
BSU02620,6.8181,7.2095,7.3132,7.1686,7.4154,7.3514,7.2436,7.0532,7.0089,7.4207,7.3418,7.3103
BSU02630,6.761,7.0842,7.2105,7.0985,7.3725,7.2507,7.1891,7.0252,6.911,7.3804,7.2547,7.4617
new_285988_286047,6.6535,6.9822,7.1924,7.0092,7.2129,7.1768,7.1675,6.97,6.8857,7.1613,7.1098,7.0237
BSU02640,6.6189,7.0256,7.1026,6.9905,7.6018,7.17,7.2793,7.0193,6.8829,7.1863,7.0572,7.1373
BSU02650,10.1274,10.2969,10.1796,10.0768,9.7534,9.9191,10.2099,10.2732,10.2612,9.9596,9.6388,9.8488
BSU02660,9.6225,9.7273,9.98,9.4092,9.2275,9.3952,9.792,9.8069,9.8958,9.5231,9.6131,9.5712
BSU02670,10.8262,10.8803,10.9464,9.7148,9.4869,9.6583,11.035,10.9599,11.018,10.4126,10.4228,10.6465
BSU02680,11.1998,11.0272,10.8462,9.8923,9.8648,9.8486,11.3307,11.1485,11.3506,10.6939,10.707,10.8082
BSU02690,7.9705,8.2169,8.1581,8.1599,8.1164,8.053,8.0949,7.9441,7.9744,8.148,7.9655,8.0444
BSU02700,13.7415,13.9333,13.8603,13.4531,13.1778,14.0647,13.5129,13.7615,13.6232,11.2323,11.0367,11.1055
new_292874_293464,11.5228,11.5092,11.6949,11.3104,11.1203,11.493,11.1704,11.3029,11.2629,9.0971,8.6132,8.8444
BSU02710,9.608,9.5015,9.247,9.0156,9.0721,9.3146,8.4933,8.2466,8.3074,8.6821,8.2643,8.4876
BSU02720,12.3235,12.4165,12.3751,12.2946,12.0307,12.449,12.2407,12.355,12.5451,11.4825,11.3543,11.4427
BSU02730,9.3056,9.2777,9.2404,9.2103,9.0565,9.1521,9.651,9.4602,9.6339,8.5923,8.4924,8.6231
BSU02740,9.6765,9.6638,9.9628,9.5348,9.5309,9.5816,10.0721,10.0869,10.1575,8.8566,8.7151,8.8058
BSU02750,8.5378,8.5233,8.6694,8.2901,8.2701,8.2982,8.945,8.7622,8.8437,8.0969,7.9643,8.084
BSU02760,8.391,8.5081,8.6127,8.2748,8.2081,8.319,8.7533,8.766,8.7859,8.0287,8.017,8.0382
BSU02770,10.8843,10.9096,10.8644,10.981,10.7657,10.9739,10.2862,10.1668,10.1784,9.863,9.8318,9.9437
BSU02780,13.1644,13.2271,12.821,13.3773,13.3639,13.4722,11.7397,11.4693,11.7436,12.0488,11.7248,11.908
new_300503_300693_c,14.2112,14.2385,14.0256,14.6433,14.413,14.6537,13.0587,12.6848,13.1366,13.4909,12.7268,13.4064
BSU02790,9.5723,9.5651,9.7149,9.5644,9.3041,9.4882,9.2676,9.1344,9.1978,9.08,8.908,9.1912
new_302355_302434,9.4879,9.5933,9.495,9.7518,9.853,9.7615,9.2675,9.3747,9.4162,9.1798,9.2497,9.2994
BSU02800,9.1648,9.288,9.2447,10.2701,10.0936,10.1066,9.1852,8.9763,9.1016,8.9164,8.709,8.8689
new_303797_304377,8.2197,8.4077,8.3152,9.3362,9.5903,9.6071,8.4739,8.4121,8.4251,8.2552,8.1914,8.1317
BSU02810,9.6062,9.5721,9.5937,10.4532,10.194,10.2671,9.7367,9.6784,9.8003,9.7162,9.7402,9.7467
new_304308_304389_c,10.0944,10.0265,10.1315,10.5968,10.5251,10.5365,10.2525,9.9604,10.3046,10.1692,10.1112,9.9733
BSU02820,11.7497,11.5877,11.8808,12.1881,12.0069,12.1934,12.0115,11.969,12.0189,12.2548,12.3578,12.3235
BSU02830,7.9201,8.0725,7.9936,9.2703,9.1506,8.7877,8.218,8.1483,8.123,14.3804,14.3593,14.316
BSU02840,7.9024,7.982,8.1001,9.143,9.1859,8.8897,8.181,8.0843,8.1022,14.2469,14.2981,14.2274
BSU02850,9.5231,9.5754,9.6713,10.1636,9.9275,10.2317,9.693,9.5909,9.6251,11.1891,11.1729,11.2736
BSU02860,9.6004,9.4563,9.5903,9.8072,9.6985,9.7188,10.0939,10.0274,10.1865,9.2637,9.1632,9.2397
BSU02870,9.6042,9.5392,9.6824,9.8319,9.8295,9.8483,10.1428,9.995,10.1378,9.2904,9.1518,9.2694
BSU02880,9.0842,9.4074,9.2308,9.8279,9.717,9.747,8.9173,8.8656,8.8845,10.4609,10.5298,10.5782
new_311859_312061,7.6272,7.8086,7.8139,7.8327,7.8254,7.9509,7.7158,7.6888,7.8153,10.305,10.126,10.3855
new_312063_312158,15.2598,15.6213,16.0923,14.9751,14.5537,14.9821,15.1436,15.2213,14.7973,16.3022,16.1577,16.1139
BSU02890,14.7173,14.9668,15.187,14.6061,14.1839,14.4616,14.6722,14.4527,14.5146,16.1626,15.8612,15.881
BSU02900,14.4527,14.7062,14.6503,14.2751,13.8368,14.2444,14.2462,14.265,14.2529,15.6986,15.2898,15.4878
BSU02910,14.6019,14.8364,14.8962,14.3704,14.1082,14.2822,14.4454,14.384,14.4074,15.856,15.5804,15.7312
BSU02920,14.5695,14.7621,14.7813,14.2812,14.1847,14.3222,14.447,14.4366,14.2612,15.7086,15.3161,15.6948
BSU02930,12.5759,12.8049,12.8959,13.0161,12.6832,12.9806,12.5744,12.6129,12.5596,14.2103,13.9563,14.2982
BSU02940,12.7936,12.9482,13.106,13.159,12.8544,13.2215,12.8846,12.8158,12.6791,14.2967,14.0446,14.5145
BSU02950,10.9945,11.0324,11.161,10.8627,10.7496,10.836,11.8087,11.6744,11.8916,11.0235,11.0333,11.2378
BSU02960,6.6682,7.1062,7.1828,7.1607,7.3125,7.2443,7.301,7.094,7.0743,7.1525,7.0155,7.0904
BSU02970,12.0947,11.7481,11.8537,12.1367,12.1383,11.9453,12.0736,12.217,12.0673,12.3595,12.1461,11.8612
BSU02980,14.2334,14.2445,14.3018,15.3538,15.2986,15.357,14.4169,14.2946,14.4672,15.422,15.2111,15.4259
BSU02990,14.0561,14.0132,14.0019,15.2005,14.9948,15.1035,14.26,14.1313,14.3082,15.0262,15.0178,15.0566
BSU03000,13.8073,13.7047,13.8519,14.8224,14.6879,14.7716,13.9047,13.8918,14.0399,14.6853,14.6108,14.7444
BSU03010,10.9649,11.0407,11.0747,12.2706,12.2556,12.0795,11.0721,11.0461,11.1574,11.2712,11.1813,10.8658
new_325190_325277_c,12.468,12.6089,12.3582,13.9247,13.5539,14.293,12.7427,13.43,12.7776,12.9902,13.0732,12.7664
BSU03020,9.386,9.2712,9.3472,11.0522,11.0922,10.9663,9.6173,9.5408,9.7584,8.8454,8.7128,8.8818
BSU03030,9.6679,9.8419,9.8659,10.3527,10.2585,10.2678,9.655,9.7518,9.7823,10.4721,10.4482,10.586
new_327480_327617,10.1694,10.0856,10.4204,11.4185,10.7444,11.1951,9.9347,9.568,9.3832,9.5405,9.6025,9.8148
BSU03040,9.1566,9.3604,9.4392,10.3483,10.2549,10.005,8.8292,8.72,8.8931,8.8875,8.9113,9.0505
