T-5.40H_1,T-4.40H_1,T-3.40H_1,T-2.40H_1,T-1.40H_1,T-1.10H_1,T-0.40H_1,T0.0H_1,T0.30H_1,T1.0H_1,T1.30H_1,T2.0H_1,T2.30H_1,T3.0H_1,T3.30H_1,T4.0H_1,T5.0H_1
BSU20320,10.4873,9.8082,9.9705,9.957,9.9101,10.0129,10.2896,10.3146,9.0292,8.6996,8.9546,8.8395,9.3111,8.8059,8.803,8.3889,8.2905
BSU20330,8.0426,7.853,7.8473,8.0882,8.1432,8.238,8.7206,9.0398,9.1161,7.994,8.0655,8.2818,8.4239,8.3468,8.266,8.1025,8.2367
BSU20340,8.0538,7.9501,7.9112,7.8791,7.7592,7.7614,7.7347,7.7453,7.9192,7.6265,7.9405,8.1203,7.8706,7.7778,8.0588,7.8186,7.9544
BSU20350,7.6124,7.6303,7.508,7.5598,7.4343,7.2639,7.3916,7.5556,7.7174,7.4101,7.8681,8.0349,7.6252,7.5392,7.715,7.4273,7.662
BSU20360,7.7437,7.7779,7.6616,7.6249,7.4777,7.5158,7.5679,7.6852,7.826,7.4551,7.8734,8.0952,7.6468,7.5487,7.714,7.3626,7.6476
BSU20370,7.8349,7.823,7.704,7.7629,7.8281,7.8207,8.3802,8.7108,8.1862,7.5386,7.9249,8.0573,7.7459,7.5538,7.8367,7.5713,7.8252
BSU20380,7.531,7.6639,7.4802,7.5715,7.5815,7.7035,8.1021,8.2734,7.9501,7.5268,7.8447,8.0357,7.5335,7.3645,7.7791,7.3718,7.8452
BSU20390,7.6829,7.7101,7.658,7.7518,7.8786,8.031,8.5333,8.7472,8.7841,7.8513,7.9552,8.0534,7.7861,7.5251,7.7612,7.4921,7.8401
new_2185422_2185503_c,7.9269,7.8942,7.6518,8.1364,7.9059,8.1184,8.246,8.3592,8.3939,7.707,7.973,8.0443,7.6711,7.4839,7.8631,7.4803,7.7224
BSU20400,8.1849,8.1864,8.1685,8.1162,8.4039,8.5596,9.4765,9.4255,8.9834,7.9109,8.0752,8.1192,7.9494,7.6856,8.0051,7.6754,7.996
BSU20410,8.9073,8.7881,8.4634,8.5714,8.6482,8.8108,9.2246,9.6297,9.3716,8.2196,8.1619,8.1666,8.3538,7.9967,8.3929,7.9263,8.1425
BSU20420,15.616,15.3715,15.4248,15.1796,15.1878,14.7743,15.3246,15.0398,14.452,13.6754,13.7265,13.4474,14.3312,14.1051,14.3053,14.2277,13.42
BSU20430,10.8134,10.5745,10.5872,10.3374,9.9893,10.1174,10.2118,10.1144,9.0274,9.2597,9.1684,9.1236,9.6371,9.3471,9.5858,9.3835,9.0993
BSU20440,12.4517,12.226,12.2307,11.8197,11.7314,11.7653,11.9702,11.8816,12.4276,11.9362,12.0221,11.5386,12.1362,11.8409,12.1554,11.9647,11.0994
BSU20450,8.4259,8.2714,8.1384,8.1105,7.9562,7.9064,7.8816,7.8309,8.1914,7.6817,8.0914,8.1785,8.0687,7.8787,8.2109,8.0556,8.2012
BSU20460,8.3244,8.1512,8.0226,7.8708,7.8092,7.8363,7.5576,7.8075,8.1813,7.6593,8.0373,8.134,8.0273,7.8106,8.0419,7.9745,7.9924
new_2190663_2191625,11.568,11.3016,11.2277,10.9316,11.0545,11.3903,11.8356,11.435,11.4167,11.0686,11.2008,10.8945,11.9113,11.2069,11.8946,12.0331,11.4552
new_2190786_2190883_c,7.3178,7.4897,7.4846,7.2353,7.1807,6.905,6.7914,6.7981,8.0522,7.4292,7.9307,7.9378,7.5779,7.4742,7.8202,7.4169,7.8159
BSU20470,7.2588,7.2483,7.1537,7.0579,7.0475,6.9335,6.7907,6.774,7.7636,7.3368,7.7749,7.8634,7.6482,7.3445,7.675,7.3494,7.5616
BSU20480,7.3785,7.4529,7.3398,7.2613,7.2861,6.9772,7.0283,7.0949,7.8018,7.4594,8.0232,8.0141,7.7213,7.3991,7.6886,7.5473,7.8708
new_2191556_2193247_c,7.5234,7.7241,7.4526,7.5078,7.3597,7.118,7.0871,7.0929,7.6232,7.3253,7.7491,8.0438,7.5829,7.3702,7.7005,7.345,7.6625
BSU20500,8.1559,8.0995,7.9744,7.9241,7.9622,8.0203,7.9123,7.8748,8.2725,7.8046,8.1212,8.2004,8.1679,7.853,8.3,8.1397,8.0715
BSU20510,7.7237,7.7951,7.6489,7.6859,7.4657,7.3177,7.1911,7.3375,7.7238,7.4095,7.8007,8.0925,7.7769,7.5632,7.7462,7.6469,7.761
new_2193662_2194052_c,8.3534,8.2601,8.008,7.8885,7.787,7.7174,7.5335,7.6526,7.8028,7.3778,8.0096,8.0905,7.942,7.667,8.0623,7.8558,7.9433
BSU20520,7.6612,7.5717,7.5227,7.3548,7.3356,7.2727,7.2541,6.8979,7.8328,7.4823,7.968,8.0078,7.8529,7.9205,7.9588,8.0493,7.9217
BSU20530,8.4643,8.2067,8.0958,8.0463,7.9292,7.7816,7.7565,7.7287,7.7532,7.5765,7.9759,8.2329,7.9732,7.8149,8.1111,7.7936,8.0269
BSU20540,8.2879,8.047,7.8723,7.9275,7.7597,7.5785,7.6281,7.456,7.7244,7.4566,8.008,8.2165,8.0001,7.7478,8.1363,7.714,7.9183
BSU20550,8.1964,7.9003,7.8407,7.837,7.6691,7.5711,7.5617,7.6273,7.6905,7.4867,7.9324,8.1084,7.942,7.7469,8.0657,7.7508,7.9605
new_2195060_2195563_c,7.589,7.5196,7.4623,7.3617,7.3073,7.0725,7.1139,7.2024,7.6817,7.4132,7.814,8.0326,7.6573,7.5164,7.8311,7.3707,7.765
BSU20560,11.8831,11.7288,12.0381,11.8593,11.4952,11.6849,11.5414,11.4867,10.4293,10.9926,11.47,11.7669,12.8124,12.0458,12.5029,12.6577,11.6491
BSU20570,7.7188,7.6722,7.5107,7.494,7.3437,7.2162,7.3591,7.4286,7.7944,7.5661,7.9117,8.0607,7.8785,7.5913,7.9256,7.666,7.8209
BSU20580,9.7173,9.6906,10.2722,10.322,10.7814,10.9946,10.5265,10.5122,12.5634,11.8158,12.2396,12.1131,12.4461,12.2375,12.5159,12.6408,11.8604
BSU20590,8.6496,8.4262,8.4663,8.3458,8.1606,8.0462,8.2215,8.19,8.0361,7.7606,8.1788,8.3802,8.4747,8.2173,8.4968,8.4251,8.5628
BSU20600,8.8055,8.4067,8.3887,8.4472,8.2567,8.1623,8.4913,8.4617,8.0794,7.7051,8.205,8.3655,8.443,8.1928,8.7265,8.5818,8.6067
BSU20610,8.4157,8.2162,8.1725,8.0916,7.9637,8.0498,8.0319,8.245,8.1484,7.7808,8.1409,8.2536,8.2859,8.0767,8.3638,8.2559,8.3935
new_2197860_2198069_c,8.4435,8.276,8.1933,8.1601,8.123,8.2637,8.4542,8.6066,8.3052,7.944,8.3192,8.3139,8.5296,8.0634,8.563,8.5247,8.6492
BSU20620,8.5179,8.3962,8.3407,8.2629,8.2473,8.3303,8.4485,8.7779,8.3329,8.035,8.315,8.3105,8.4421,7.9825,8.6187,8.6115,8.6615
BSU20630,8.459,8.1846,8.1894,8.1215,7.9573,8.0631,8.3748,8.5478,8.5369,7.8675,8.2209,8.2791,8.3167,8.007,8.3965,8.3675,8.4982
new_2198766_2198847_c,8.9387,8.8262,8.8236,8.6964,8.5307,8.7941,8.9298,9.0549,8.8969,8.329,8.4311,8.4042,8.8363,8.5221,8.8292,8.8499,8.7018
BSU20640,8.8249,8.663,8.2614,8.327,8.3515,8.3487,8.6332,8.9075,8.5855,7.9975,8.2247,8.4496,8.5105,8.3839,8.7559,8.5545,8.3166
BSU20650,9.0178,8.7592,8.6066,8.471,8.4873,8.5641,8.8979,9.1311,8.7358,8.0193,8.4331,8.5022,8.7103,8.5014,8.8324,8.7769,8.6507
BSU20660,9.0117,8.763,8.6968,8.5184,8.5977,8.7904,9.1752,9.1859,8.861,8.2106,8.7178,8.4971,8.822,8.4545,8.9476,8.8402,8.8995
BSU20670,8.5167,8.2645,8.2981,8.1641,8.1302,8.054,8.6916,8.6415,8.5297,7.695,8.1576,8.4606,8.3242,8.2097,8.6291,8.2676,8.3914
BSU20680,8.5343,8.269,8.1777,8.0843,8.0943,8.1695,8.5352,8.6982,7.9018,7.6908,8.0069,8.2106,8.2253,8.0591,8.3865,8.3271,8.2299
BSU20690,8.2895,8.0809,8.0602,7.938,7.9414,7.9884,8.1793,8.4211,8.0101,7.5935,7.9901,8.2204,8.0784,7.98,8.3364,8.164,8.1944
BSU20700,8.2037,8.0942,8.0265,7.9985,8.0191,8.0583,8.3695,8.8113,8.1963,7.614,8.0309,8.2254,8.1744,8.0013,8.3626,8.1466,8.174
BSU20710,8.2165,8.107,8.0048,8.0228,8.0444,8.2133,8.7562,8.9348,8.272,7.7217,8.0981,8.2316,8.3209,8.106,8.4622,8.3018,8.2892
BSU20720,8.2816,8.189,8.1441,8.0277,8.1701,8.409,9.0309,9.2945,8.3044,7.7844,8.2723,8.2459,8.4569,8.1403,8.5592,8.4462,8.3769
BSU20730,8.0116,7.7683,7.8133,7.8582,8.0638,8.2563,8.7836,9.0082,8.2717,7.5781,7.9028,8.1231,8.1104,7.957,8.2686,8.0739,8.1156
BSU20740,8.0618,7.8289,7.9019,7.8597,8.196,8.4952,9.1405,9.237,8.3092,7.4815,8.1556,8.1212,8.0571,7.9622,8.3645,8.055,8.1022
new_2202717_2202804_c,8.2659,7.9412,8.0074,8.0167,8.4273,8.6506,9.2348,9.2942,8.6157,7.8013,8.6685,8.3265,8.3625,8.2941,8.5506,8.1821,8.3102
BSU20750,8.9232,8.5546,8.8314,8.6363,8.8165,8.9143,9.7548,9.837,8.794,8.1664,8.7274,8.7143,8.9471,8.7685,9.1238,8.8742,8.7504
new_2203000_2203110_c,8.8682,9.1255,8.6387,8.6727,8.7233,8.933,9.8249,9.7705,8.7938,8.4607,8.8384,8.7851,9.0263,9.0442,9.2862,9.4857,8.7776
BSU20760,10.6564,10.6251,10.6765,10.1449,10.314,10.2765,10.8025,10.6821,9.1526,9.3416,9.5973,9.623,10.2513,10.3098,11.0706,10.5194,9.6647
BSU20770,11.2591,11.1851,11.0834,10.7456,10.7391,10.8684,11.028,10.9922,9.699,10.1893,10.3849,10.3848,11.1821,11.222,11.5571,11.4766,10.4294
new_2203597_2203983_c,12.3861,12.1785,12.087,12.0483,11.8523,11.7933,11.8743,11.8243,10.3527,11.2459,11.1669,11.1989,12.2012,12.0798,12.3332,12.3193,11.1864
BSU20780,10.17,10.2697,9.9779,9.5968,9.484,9.4725,9.4382,9.1812,9.0131,8.7656,9.0737,9.1599,9.3491,9.1882,9.6969,9.6097,9.2368
new_2203985_2204049_c,12.6328,12.5545,12.6037,12.1562,12.0259,12.0563,12.5239,12.1321,11.9347,12.0432,12.0139,11.3398,12.6193,12.1949,12.9791,13.157,11.6632
BSU20790,12.9675,12.6812,12.6893,12.4136,12.4003,12.479,12.8897,12.7903,11.8322,10.9869,10.9258,11.0042,12.1742,11.9447,12.4099,12.5598,11.8916
BSU20800,13.1153,12.6321,12.715,12.4918,12.4959,12.6422,12.9643,12.9342,11.8138,11.0626,11.055,11.2217,12.4661,12.1601,12.6818,12.8322,12.1701
BSU20810,12.2609,11.6465,11.9275,11.808,11.9311,12.2435,12.5792,12.4268,11.3475,10.4818,10.7015,10.9786,12.2919,11.9169,12.2733,12.433,11.9405
BSU20820,11.9336,11.4473,11.4978,11.587,11.7441,11.8633,12.3862,12.0898,11.2148,10.242,10.2354,10.6132,11.632,11.475,11.79,11.8519,11.4912
BSU20830,11.7665,11.287,11.5242,11.498,11.2855,11.3507,11.4681,11.4135,10.8206,10.0711,10.2049,10.2113,11.5556,11.096,11.4252,11.4984,10.9295
BSU20840,12.4977,12.0552,12.3012,12.2449,12.1682,12.0585,12.4233,12.4908,12.2399,10.9621,11.0915,11.0534,12.3491,12.0219,12.4494,12.4159,11.9302
new_2208373_2208745,10.8033,10.0464,10.2592,9.9786,9.4884,9.459,9.4672,9.1723,8.8375,8.8154,8.9202,8.9268,9.394,9.0813,9.7676,9.903,9.303
new_2208648_2208779_c,8.3432,8.196,8.1084,7.7179,7.5524,7.2093,7.5288,7.3353,9.0893,8.2025,8.8374,8.7529,8.6849,8.2329,9.1901,8.5314,8.9724
new_2208781_2208854_c,14.6474,14.5612,14.7788,14.3199,14.1778,14.0533,14.5715,13.5828,13.4542,11.3906,11.3322,11.6352,12.8439,12.5483,13.0078,13.0647,12.636
BSU20850,14.4858,14.4772,14.4612,14.2579,13.9771,13.6757,14.3296,13.9903,13.3143,11.351,11.324,11.6097,12.8044,12.605,12.9729,12.7324,12.5695
BSU20860,11.0558,10.7714,10.6799,10.5557,10.6669,11.0087,11.7044,11.928,11.987,9.7901,9.5103,9.6276,10.6213,10.4288,10.7307,10.856,10.1792
new_2210204_2210330_c,10.7312,10.3867,9.967,9.8725,9.5187,9.774,9.9604,10.1793,9.3477,8.9892,8.9348,8.935,9.3557,8.9448,9.3025,9.1665,8.7077
BSU20870,11.8905,11.7605,11.6876,11.2054,11.1757,11.2881,11.2213,11.2179,9.6186,9.4934,9.3041,9.2852,10.0434,9.7779,10.0763,10.114,9.328
BSU20880,13.2781,12.9513,12.914,12.4996,12.395,12.4003,12.3858,12.4769,10.5532,10.8276,10.7374,10.6703,11.6249,11.3931,11.5926,11.5488,10.8142
BSU20890,13.1547,12.8206,12.5681,12.4528,12.1285,12.3113,12.2029,12.2338,10.5957,10.7501,10.6549,10.6322,11.5976,11.4154,11.5628,11.6336,10.8392
BSU20900,12.6112,12.1437,12.067,12.019,11.7977,11.8864,11.8215,11.8188,10.3239,10.4422,10.2994,10.4081,11.3234,10.9757,11.1321,11.0747,10.4776
BSU20910,12.7978,12.2845,12.2593,12.1055,11.9426,12.0492,12.0209,12.0733,10.408,10.6901,10.5062,10.4286,11.4264,11.0234,11.303,11.505,10.5791
BSU20920,12.731,12.1814,12.2598,12.022,11.9004,12.0645,11.8148,11.9657,10.5158,10.728,10.5542,10.206,11.3546,11.0401,11.2104,11.4401,10.4728
new_2212521_2213082_c,11.8913,11.6952,11.726,11.6084,11.591,11.6536,11.6926,11.7441,11.3029,10.6363,10.4943,10.3494,11.0287,10.6404,10.9657,11.0575,10.3574
BSU20928,12.8792,12.3937,11.9788,11.7339,11.6132,11.5496,11.6091,11.2173,10.6794,10.5069,10.779,10.6729,11.4085,11.2444,11.59,11.5019,10.8894
new_2212747_2212847,12.1445,11.7932,11.6077,11.1788,11.0381,11.2113,11.0658,10.6137,10.3466,10.2652,10.3326,10.4665,11.1718,10.9587,11.2907,11.3244,10.5584
BSU20929,11.8291,11.4932,11.1959,10.7424,10.6124,10.7383,10.5466,10.0793,10.158,9.929,10.0407,10.0895,10.794,10.5585,10.9667,10.8082,10.2787
new_2213079_2214861,9.9631,10.1378,9.819,9.0018,9.1464,9.0258,9.0241,8.759,8.9458,8.4802,8.8634,8.75,9.1058,9.0322,9.5533,9.6389,9.1819
BSU20930,12.3116,11.8971,11.9545,11.692,11.6735,11.8571,11.7386,11.9009,11.5123,11.0552,10.7054,10.3228,11.3656,10.8561,11.1486,11.2001,10.5134
BSU20940,13.2461,12.9437,12.981,12.6851,12.6396,12.7637,12.7806,12.8214,12.6545,12.1295,11.8105,11.3225,12.4142,12.0282,12.2719,12.203,11.3403
new_2214865_2214961_c,13.6982,13.1747,13.3108,12.8715,13.049,12.9888,13.0883,13.1487,13.5182,13.0268,12.8597,11.9677,13.1009,12.9216,12.9684,12.7699,11.9868
BSU20950,9.5845,9.3538,9.0742,8.9232,8.6842,8.7192,8.8192,8.5326,8.1889,7.8955,8.364,8.5449,8.605,8.4295,8.8506,8.5408,8.3791
new_2215272_2215459_c,11.2005,10.9813,11.0241,10.7825,10.8251,11.148,11.4686,12.3447,12.5249,10.8682,10.9649,10.2508,10.7563,10.0762,10.8095,10.6809,9.7282
BSU20960,11.4838,11.2389,11.2507,10.9484,11.0402,11.2691,11.7031,12.3125,12.6131,11.2825,11.014,10.5117,11.3751,10.7955,11.0731,10.9382,10.1179
new_2216815_2217132_c,8.0911,7.9045,8.2166,8.2684,8.9792,9.7661,11.2311,12.2212,12.3013,10.0576,9.312,8.7394,8.778,8.3614,8.5044,8.4504,8.3367
BSU20970,8.1889,8.0126,8.4769,8.5396,9.2528,10.0325,11.3628,12.6231,12.2279,10.1088,9.3554,8.703,8.9189,8.3972,8.5922,8.5169,8.3066
new_2217691_2217966_c,7.3029,7.7981,7.6024,7.5547,7.5937,7.4441,7.7501,8.3082,9.4376,8.5847,9.3056,8.1944,8.6591,8.5143,8.8321,8.4447,8.5593
BSU20980,7.3519,7.4832,7.3776,7.3857,7.4388,7.3274,7.6483,8.0452,8.6344,7.5838,7.9832,8.0823,7.7792,7.8006,8.0199,7.6717,7.9195
BSU20990,13.1932,12.9329,12.8255,12.6586,12.7544,12.7345,13.3218,13.7734,15.751,14.7414,14.5352,13.5939,13.853,13.5985,13.5778,13.2933,12.3713
BSU20999,11.6951,11.4542,11.4294,11.1505,11.2278,11.6109,12.7198,13.3543,15.6504,14.6449,14.2674,13.2902,13.4853,12.4353,12.3692,12.0875,10.9193
BSU21000,9.637,9.4497,9.5975,9.5474,9.7505,9.2369,11.3407,11.936,13.8686,10.7205,9.7602,8.7017,8.9572,8.6194,8.7443,9.0522,8.5873
BSU21010,13.8664,13.4745,13.5353,13.3541,13.1969,13.2469,13.0868,12.9817,11.9159,11.8838,11.8331,11.7445,12.6672,12.0992,12.0644,11.9658,11.0393
new_2220947_2221060_c,14.1098,13.7481,14.4033,13.5528,13.6279,13.401,13.7052,13.4507,12.9511,13.0308,13.1011,12.0802,13.131,13.0848,12.9153,12.7755,12.0071
BSU21020,13.3476,12.8187,13.1607,12.7951,12.8552,12.8549,12.609,12.5664,12.4297,12.3053,12.4186,11.9053,12.6818,12.0438,11.9407,11.8066,10.5816
new_2221639_2221791,11.291,10.8187,11.0153,9.8662,10.5445,10.5355,11.1984,10.5354,10.4896,10.3915,10.4707,8.9418,10.7643,10.9251,11.2784,10.8116,10.28
new_2221793_2222297,12.2727,11.924,11.7407,11.6908,11.8282,11.7786,11.7861,11.3351,10.8367,11.0933,11.3476,11.2919,11.8949,11.0702,11.358,11.5213,11.1946
BSU21030,7.7858,7.701,7.5644,7.3885,7.372,6.9921,7.2739,7.2221,7.9555,7.435,8.022,8.1447,7.7984,7.6815,8.0124,7.5618,7.9401
BSU21040,7.0743,7.1534,6.9878,7.1039,7.025,6.7827,6.8831,7.0089,7.6715,7.2699,7.7668,7.9711,7.5147,7.3808,7.6472,7.2264,7.652
new_2225094_2225336,7.191,7.3863,7.1963,7.274,7.2153,6.7532,7.233,7.1295,7.8756,7.446,7.9178,8.0705,7.5869,7.3783,7.595,7.2136,7.6437
BSU21050,7.776,7.8968,7.7403,7.8199,7.6867,7.5705,7.7809,7.8892,7.9007,7.3783,7.8713,8.082,7.7336,7.6716,7.9292,7.7325,7.8929
new_2225616_2225829,8.0877,8.2044,8.1197,8.0584,7.7679,7.6622,8.1924,8.2721,7.8977,7.4563,7.8562,8.0003,7.7244,7.5387,7.9184,7.6563,7.7544
new_2225995_2226059,6.8218,7.0907,6.89,7.074,7.0325,6.9177,7.0802,7.4028,7.6651,7.425,7.8334,7.973,7.4708,7.4432,7.613,7.3521,7.5078
new_2226061_2227296,7.2779,7.4225,7.3856,7.3324,7.2974,7.1317,7.5019,7.4638,8.0787,7.432,7.8293,7.872,7.5333,7.4515,7.7443,7.333,7.7263
BSU21060,7.5397,7.5867,7.4756,7.5873,7.4037,7.3069,7.5372,7.6065,7.8249,7.489,7.9412,8.0731,7.7117,7.5875,7.9209,7.5183,7.7447
BSU21070,7.5752,7.5587,7.5098,7.5532,7.4267,7.1814,7.4076,7.4282,7.6509,7.3622,7.6953,8.0178,7.5537,7.2957,7.6027,7.2378,7.6607
new_2228723_2229384,7.4079,7.547,7.5613,7.4248,7.4355,7.335,7.3081,7.4367,7.7203,7.4183,7.7744,8.0293,7.6395,7.2754,7.6518,7.3518,7.5656
BSU21080,10.5717,10.3253,10.2112,9.9885,10.0483,9.9181,10.0631,9.9559,9.4754,8.9094,8.9163,8.9433,9.3501,9.0388,9.2469,9.2853,9.0862
BSU21090,7.5075,7.5198,7.4794,7.5793,7.401,7.2315,7.3429,7.4609,7.6648,7.3903,7.8563,8.0469,7.5644,7.424,7.7158,7.3739,7.7214
BSU21100,7.015,7.1907,7.1128,7.2227,7.0777,6.8471,6.8133,6.9702,7.5726,7.3963,7.7973,8.0692,7.5598,7.5042,7.7543,7.4836,7.6932
BSU21110,7.136,7.2292,7.1309,7.2029,7.0816,6.8853,6.831,6.9133,7.7156,7.2631,7.72,8.0406,7.6759,7.4387,7.789,7.4438,7.5798
BSU21120,8.2605,8.2105,7.9259,7.8088,7.7279,7.6209,7.6713,7.5751,7.892,7.5676,7.9499,8.2602,8.1387,7.8871,8.2106,7.8995,8.0769
BSU21130,8.9338,8.8113,8.4839,8.3982,8.1547,8.1786,8.1569,8.1547,8.1538,7.656,8.1941,8.2632,8.3602,8.0127,8.4406,8.1557,8.2228
BSU21140,8.7754,8.806,8.4644,8.3523,8.0732,8.0081,7.9906,8.2682,8.0622,7.5711,8.0576,8.1601,8.0447,7.7744,8.2343,7.9575,8.0272
BSU21150,8.4294,8.3673,8.256,8.244,7.9199,7.8878,7.8374,8.044,8.0093,7.544,7.8992,8.1892,8.0674,7.8106,8.2275,8.0629,7.9979
BSU21160,8.2277,8.1969,8.1131,8.0641,7.8321,7.816,7.8112,8.033,8.3273,7.8335,8.1807,8.2248,8.1555,7.9449,8.1597,8.0401,8.1417
BSU21170,8.0593,8.1316,7.8078,7.7408,7.6093,7.5704,7.6301,7.6742,7.9568,7.5889,8.024,8.1258,7.938,7.6167,7.9801,7.7128,7.8348
BSU21180,7.8623,7.9815,7.7453,7.7402,7.5039,7.5096,7.5243,7.656,7.9624,7.445,7.9958,8.1015,7.7796,7.6124,7.9747,7.6528,7.9206
BSU21190,7.9014,7.9311,7.7098,7.7387,7.5092,7.4322,7.4328,7.645,7.9543,7.5,7.9424,8.1037,7.7428,7.6167,7.9573,7.723,7.9028
BSU21200,8.0285,8.07,7.8158,7.8535,7.6207,7.537,7.4929,7.7846,8.0787,7.6162,7.9686,8.0949,7.817,7.6429,7.969,7.7715,8.0085
BSU21210,7.9681,7.9921,7.8651,7.8525,7.6109,7.5763,7.6446,7.7802,8.1246,7.6587,8.0112,8.1181,7.786,7.6559,7.8902,7.8026,7.8916
BSU21220,7.6276,7.72,7.646,7.7314,7.6296,7.6961,7.7727,7.8182,8.1943,7.6947,7.9691,8.0602,7.8184,7.5888,7.6845,7.3417,7.6005
BSU21229,7.5981,7.6123,7.42,7.6166,7.4436,7.4064,7.3933,7.6019,7.933,7.4736,7.9098,8.0376,7.5793,7.3324,7.5767,7.2477,7.6566
BSU21230,7.4899,7.546,7.3506,7.4871,7.369,7.242,7.1674,7.4608,7.9219,7.4909,7.9844,8.0497,7.715,7.4533,7.7091,7.3205,7.6636
BSU21240,7.4212,7.4388,7.23,7.3566,7.2822,7.0738,7.0009,7.1528,7.6849,7.3439,7.7893,8.0097,7.4744,7.3735,7.6829,7.4359,7.5965
BSU21250,7.2801,7.3514,7.2506,7.3215,7.2282,6.9575,7.0258,7.0922,7.7598,7.4049,7.7857,8.0231,7.5842,7.3691,7.6584,7.3082,7.5317
BSU21260,7.7881,7.745,7.6311,7.6425,7.504,7.5547,7.5983,7.5684,8.0189,7.5482,7.9278,8.1312,7.7875,7.5894,7.9349,7.6735,7.6062
BSU21270,7.7975,7.7519,7.6728,7.6714,7.4992,7.3763,7.3648,7.4328,8.0191,7.5815,7.9273,8.1939,7.845,7.5914,7.9287,7.6245,7.6571
BSU21280,7.9594,7.8775,7.7207,7.7485,7.6939,7.613,7.5116,7.5695,8.0376,7.6928,8.002,8.2098,7.9696,7.6922,8.0048,7.6431,7.8975
BSU21290,7.6509,7.705,7.662,7.585,7.4785,7.5266,7.398,7.5076,8.213,7.554,8.0703,8.1581,7.9341,7.6683,7.8767,7.5808,7.7562
BSU21300,7.439,7.4872,7.3132,7.3822,7.2983,7.0825,7.0248,7.0746,7.8648,7.3486,7.8362,8.0561,7.5991,7.453,7.6573,7.4239,7.6126
new_2245307_2246150_c,8.502,8.3354,7.9829,7.8111,7.5477,7.3947,7.3227,7.152,7.6341,7.3214,7.7689,8.018,7.6658,7.7702,8.5159,8.9787,9.0136
new_2246149_2246571,7.3692,7.6696,7.5245,7.5244,7.3499,7.1286,7.1566,7.1462,7.8509,7.5413,7.8682,8.0565,7.7053,7.4896,7.6975,7.6146,7.6445
BSU21310,9.1394,8.8673,8.5136,8.1651,7.8453,7.8589,7.7297,7.6096,7.7204,7.5231,7.9973,8.1791,8.02,8.2423,9.1914,9.627,9.8027
BSU21330,13.2481,12.9575,12.7513,12.6925,12.4926,12.5569,12.6296,12.6991,11.7155,10.9135,10.5709,10.3481,11.0422,10.5938,10.4795,10.1264,9.1016
BSU21340,13.1509,12.9899,12.6764,12.7111,12.6376,12.7586,12.9022,12.9677,12.6234,12.0816,11.6604,11.4846,12.2947,11.8257,12.0401,11.9406,11
BSU21350,8.0774,8.1436,8.1945,8.2025,8.5417,8.9452,9.2184,9.0342,9.2072,8.7108,8.6688,8.5587,8.4593,7.9915,8.2758,8.1,8.0052
BSU21360,7.3703,7.4732,7.3154,7.3205,7.2441,7.0292,6.8442,6.8473,7.6758,7.4705,7.763,8.1014,7.7513,7.4332,7.8194,7.4852,7.748
BSU21370,8.6223,8.3939,8.2543,8.1388,8.0176,8.1272,8.1845,8.053,8.5252,8.2157,8.4011,8.4001,8.4548,8.0063,8.3028,8.1951,8.1
BSU21380,6.9806,7.1626,6.9605,7.1532,6.9391,6.8199,6.591,6.835,7.7252,7.4783,7.8355,8.0317,7.5472,7.3908,7.6831,7.2446,7.5995
BSU21390,6.9368,7.1663,7.0115,7.0801,6.895,6.6204,6.5435,6.658,7.5778,7.1162,7.6904,7.9619,7.4887,7.3808,7.6076,7.2138,7.5388
new_2262268_2262436,6.9545,7.1124,7.0764,7.0553,6.9427,6.6131,6.5861,6.7832,7.7189,7.2808,7.9807,8.1671,7.4347,7.3243,7.6638,7.2246,7.5492
BSU21400,6.861,7.0384,6.9069,7.0424,6.8404,6.5723,6.5114,6.6842,7.6835,7.2464,7.8201,8.0361,7.5136,7.3379,7.6203,7.2535,7.5376
new_2263262_2263488,6.9239,7.1298,7.0521,7.067,7.0898,6.7541,6.5275,6.7597,7.6159,7.2996,7.9729,8.0124,7.6046,7.3359,7.6088,7.2878,7.5701
BSU21410,6.71,7.0049,6.8733,6.9856,6.8535,6.6296,6.4685,6.5855,7.55,7.218,7.694,7.9611,7.4312,7.2831,7.5395,7.1142,7.5183
new_2264353_2265142_c,10.455,10.2317,10.062,9.8782,9.754,9.7285,9.8263,9.7538,8.177,9.337,8.9461,8.9227,9.3904,8.9981,9.3982,9.3008,8.8981
BSU21420,6.8106,7.2819,7.1103,6.9982,6.9013,6.836,6.6406,6.775,7.8455,7.4892,8.0041,8.0299,7.7592,7.4334,7.8724,7.4407,7.6691
BSU21430,7.9895,7.6462,7.7456,7.7049,7.5805,7.2925,7.2144,7.3526,7.9829,7.7663,7.9595,8.2565,7.7914,7.6472,7.8196,7.6644,7.8845
new_2265144_2265224_c,13.516,13.6009,13.6747,13.6172,13.431,13.6029,13.5806,13.9502,11.6423,12.8097,12.2025,11.7049,12.7989,12.2637,12.3036,12.1327,11.5897
BSU21440,13.524,13.5713,13.8683,13.6017,13.4829,13.6427,13.6442,13.9093,11.6134,12.8087,11.9694,11.4149,12.5745,12.0363,12.1346,11.8796,11.1298
BSU21450,13.8496,13.8147,14.1253,14.152,14.1686,14.0563,14.0804,14.5294,12.225,13.5732,12.9059,12.3691,13.3015,12.7269,12.662,12.5304,11.5461
