M0t45_1,M0t45_2,M0t45_3,M0t90_1,M0t90_2,M0t90_3,M40t45_1,M40t45_2,M40t45_3,M40t90_1,M40t90_2,M40t90_3
BSU01480,12.4803,14.2877,13.2292,9.4821,10.4161,9.8073,12.6783,10.4903,13.469,9.6706,10.2855,10.2889
new_153039_153507_c,7.0287,7.9091,6.851,7.185,6.7734,6.991,7.3479,7.2503,6.6299,7.0084,6.7757,6.9275
BSU01490,15.9916,16.0442,16.4138,14.4002,15.3323,14.5333,15.9765,15.1293,16.3293,14.4771,15.6325,15.121
BSU01500,15.2264,15.6693,15.4187,13.222,14.1398,12.9403,14.8612,14.2609,15.3087,13.2205,14.028,13.8054
new_154838_155119,9.7226,9.8219,9.7028,8.2022,8.5243,8.0863,8.8213,8.3632,10.1821,7.7151,8.5018,8.2783
BSU01510,12.9436,12.8251,13.5404,11.5604,12.8632,12.2055,12.276,13.6036,13.7656,11.5799,12.6139,12.6354
BSU01520,8.031,8.3308,8.2579,7.7267,7.8048,7.7245,9.0957,9.8577,10.0607,8.6502,9.1886,9.5273
BSU01530,7.843,7.6883,7.8298,7.7516,7.3274,7.6135,8.9439,9.4111,9.5107,8.5021,8.8709,9.2723
BSU01540,14.1771,14.7567,14.5038,13.4699,14.4719,13.9783,14.0987,15.2776,14.7047,14.0437,14.5657,14.9953
new_158050_158514_c,7.2139,8.2491,7.4673,7.4384,7.6643,7.0668,7.4369,7.9127,7.2766,7.1443,7.0342,7.0674
new_158510_159181,11.7251,12.0817,12.0864,10.991,12.612,12.1283,11.9275,13.127,12.246,11.4634,12.5213,12.7892
BSU01550,7.2335,8.124,7.0808,7.4186,6.9931,7.0999,7.4577,7.3511,6.9782,7.1729,7.075,7.0456
new_159149_159778_c,6.9928,7.783,6.7495,7.3621,6.8635,7.0599,7.2816,7.1828,6.6143,7.0766,6.9488,6.9298
BSU01560,10.7108,11.0871,11.3991,10.9061,12.535,12.0172,10.9618,12.7692,11.6,11.4169,12.7208,12.6686
BSU01570,7.0014,7.7343,6.8137,7.3258,6.8777,7.0419,7.338,7.2536,6.6052,7.0751,6.9093,6.9484
new_159779_160673,10.4699,10.5209,11.2917,10.8264,12.5498,11.9747,10.6566,12.6617,11.292,11.3777,12.4546,12.5528
new_160675_160892,15.1368,15.2718,14.9118,12.8499,13.7345,12.7614,14.2506,14.2602,15.3828,12.9933,13.7296,13.4351
BSU_tRNA_24,14.574,15.0702,14.361,11.405,12.6895,11.6978,13.7236,13.0787,14.3388,11.4608,12.6829,12.2988
new_176316_176924,9.1457,10.5015,9.1095,7.5935,7.4716,7.252,8.6655,7.6319,9.264,7.2403,7.7005,7.2543
new_176926_177082,10.7242,11.8387,11.1419,9.123,10.4607,9.5144,10.6111,9.3729,11.4526,9.7149,10.681,10.0672
BSU01580,10.1654,11.1167,10.6847,8.4482,9.6996,8.6605,9.9225,8.9221,10.8875,8.7661,9.4718,9.0806
BSU01590,10.4251,10.2661,10.5889,8.9463,9.8419,9.487,10.1097,11.1073,11.0458,9.2377,9.9176,9.9043
BSU01600,11.749,12.5002,12.8608,9.833,9.2152,10.4474,11.4793,11.6238,13.0852,10.0858,9.6061,11.0862
BSU01610,12.0138,13.009,13.2476,9.9895,9.4474,10.7791,11.946,11.8996,13.667,10.3672,9.8117,11.3042
BSU01620,12.3375,13.3975,13.4801,10.3443,10.0559,11.4202,12.198,12.497,13.653,10.7885,10.3618,11.8557
BSU01630,14.4562,14.9542,15.3015,13.2844,12.4269,13.9253,14.1263,14.8183,15.3464,13.5446,13.1754,14.5521
BSU01640,10.5381,11.8324,11.8878,9.1055,8.6932,10.1858,10.4349,11.3079,11.831,9.3568,9.2313,10.5089
BSU01650,7.6201,7.8493,8.057,8.946,9.3079,9.7027,7.7206,8.2298,7.9039,9.2835,9.4344,9.962
BSU01660,7.6093,7.9084,8.1643,8.6469,9.1409,9.4968,7.7873,8.2742,7.9317,9.0762,9.341,9.7662
BSU01670,7.7907,8.2096,8.3829,8.8138,9.0565,9.4983,7.9891,8.5389,8.13,9.1548,9.2768,9.7813
BSU01680,8.1294,8.46,8.6397,8.662,9.2657,9.7384,8.1204,9.1292,8.6664,9.2216,9.3909,10.0471
BSU01690,9.7286,10.7931,10.4555,9.5836,9.7626,10.4079,9.6266,10.5115,10.3221,10.0428,10.0886,10.9654
BSU01700,10.3005,11.5215,11.1344,10.063,10.1504,10.6897,10.131,11.0533,11.0647,10.3986,10.4743,11.392
BSU01710,9.357,9.7165,9.7629,9.2311,9.724,9.9538,9.0596,10.3628,9.8507,9.4711,10.0143,10.6756
BSU01720,9.7081,10.0229,10.2944,9.468,10.1229,10.1994,9.5733,10.8991,10.2189,9.6814,10.4453,10.8459
new_194669_194786,8.214,9.7953,9.2923,7.7045,8.1362,7.7847,8.1106,8.1689,9.8934,7.424,7.7929,7.6002
BSU01730,13.4776,14.7705,14.1612,12.0843,13.1447,12.4572,13.3832,13.6898,14.3575,12.3657,13.1642,12.8761
BSU01740,13.8932,14.6513,14.2995,12.0249,13.0434,12.4886,13.4702,13.9032,14.4146,12.6392,13.2682,13.0654
new_196132_196212,12.4256,12.9388,12.9924,11.5483,13.0502,12.5093,12.0745,12.6165,13.6242,11.6809,13.09,12.9187
BSU01750,12.8038,13.1452,13.2095,11.5614,12.9694,12.4949,12.5311,12.7614,13.6082,12.0162,13.1047,13.0874
BSU01760,13.3649,13.4251,13.8082,11.9989,13.2652,12.7165,13.0041,13.0623,13.8619,12.357,13.3281,13.3992
BSU01770,13.6676,13.6877,13.808,12.0584,13.0064,12.7277,13.3486,12.9776,13.9836,12.5308,13.0946,13.3693
new_200188_200276,14.3497,15.0714,14.9654,15.9513,16.4863,16.2938,13.9806,16.4549,15.2223,16.4606,16.4835,16.475
BSU01780,14.4997,14.8812,15.0196,15.628,16.0278,15.7246,14.0068,15.805,15.2905,16.1394,16.3343,16.3282
new_201802_202546_c,9.6603,9.221,9.5037,8.5978,8.9582,9.0503,9.0861,9.7362,9.4527,8.716,8.8371,9.0756
BSU01800,9.9425,9.7285,10.4696,8.9659,9.7292,9.6571,9.7569,10.4364,10.6708,9.0779,9.6802,9.9205
BSU01810,8.2195,8.1221,8.5434,8.2793,8.6677,8.6564,8.2619,9.3811,8.6379,8.366,8.8105,9.2504
BSU01820,8.3364,8.2818,8.5946,8.2289,8.5809,8.5506,8.2909,9.131,8.6613,8.3169,8.6907,9.0389
new_204891_204975,8.9818,8.6557,9.3876,8.2697,9.0299,8.7923,8.4628,9.8602,8.9563,8.587,8.8771,9.8163
new_204977_205210,13.789,11.7331,13.8855,13.055,13.6084,13.0924,11.9299,14.6624,14.3991,12.6334,13.6023,13.1433
new_205212_205408,7.9552,8.5918,8.3419,7.6736,9.1752,7.6849,7.8759,9.5878,7.8823,7.4859,7.667,7.883
BSU01830,7.3067,7.3942,7.2502,7.4649,7.3026,7.3055,7.5618,7.6348,7.1132,7.2414,7.2806,7.3421
BSU01845,7.7286,7.7668,7.7496,7.6584,7.6171,7.5754,7.8401,8.0099,7.6815,7.5217,7.7137,7.7586
new_209557_209632,8.0701,8.3504,8.2286,7.8093,8.0275,7.8428,8.1328,8.5577,8.2643,7.7222,7.9891,8.034
BSU01860,8.2469,8.7027,8.7752,8.0233,8.5477,8.1761,8.359,8.9428,8.7763,7.9837,8.2345,8.4456
BSU01870,8.5573,8.7692,8.8539,8.1185,8.569,8.1793,8.4643,9.0681,8.935,8.0007,8.3513,8.4973
BSU01880,8.6753,8.8354,9.1162,8.1036,8.5755,8.2986,8.5118,9.1475,8.9456,7.9811,8.3792,8.5157
new_210947_211412,7.7238,7.9819,8.1413,7.6877,7.8342,7.689,7.7928,8.277,8.1232,7.4415,7.7823,7.7852
BSU01889,11.2384,10.5311,11.4339,9.8341,10.4991,10.2087,10.5393,11.8153,11.3657,9.6751,10.7481,10.6797
new_211769_211858,7.3154,7.5214,7.6415,7.3562,7.5828,7.107,7.4201,7.6743,7.7158,7.2097,7.4452,7.5712
BSU01890,8.209,8.1513,8.3479,8.3365,9.1501,8.8521,7.9695,8.5452,8.4966,8.5366,8.7672,8.8933
BSU01900,7.1109,6.8907,6.8017,7.3614,6.9694,7.0333,7.3177,7.1906,6.6355,7.1399,6.9076,7.0935
new_213878_213940,10.5824,11.0924,10.7671,10.4906,12.3547,11.1774,10.4257,11.5767,10.6123,11.1589,12.1702,11.8385
BSU01910,10.4276,10.957,10.5625,10.4287,12.1414,11.1498,10.1755,11.5532,10.5721,11.0018,12.0717,11.7247
BSU01920,8.2649,9.1144,8.5713,8.2464,9.4349,8.9117,8.4363,8.5289,8.553,8.5262,9.489,9.1301
BSU01935,8.474,9.4659,8.7693,8.2805,9.474,8.8652,8.6864,8.8356,8.84,8.6013,9.4778,9.2504
BSU01950,9.8474,9.5056,10.3278,9.3345,10.765,10.401,9.6057,10.6397,10.3014,9.5941,10.3959,10.2389
BSU01960,9.2412,9.1053,9.8627,8.7387,10.2186,10.0198,9.1617,10.1776,9.8886,8.9881,10.1501,9.7733
BSU01970,9.6,9.4659,10.0897,8.9445,10.2397,9.8264,9.3916,10.1696,9.9528,9.1398,9.8627,9.7046
BSU01980,9.5068,9.2849,9.9332,8.8486,10.2307,9.6335,9.2446,10.0848,9.9082,9.0889,9.7124,9.4848
new_220033_220103,9.4188,9.0919,9.7216,8.7204,9.9866,9.5663,9.0899,9.8113,9.7735,8.9985,9.6966,9.6887
new_220105_220278,9.0345,9.4266,9.5811,8.3079,8.9398,8.7632,9.2569,9.1194,9.5555,8.4103,9.1314,9.5791
BSU01990,8.6724,9.2931,9.3091,8.2231,8.8231,8.4252,8.5975,8.8667,9.3525,8.2824,8.8261,9.0334
BSU02000,9.0398,9.4078,9.6119,8.4912,9.3781,8.8185,9.0477,9.4437,9.7082,8.6649,9.2759,9.2275
BSU02010,9.7783,9.7671,10.0938,8.9531,9.9378,9.1586,9.5486,10.0136,10.1646,8.9171,9.7535,9.4568
BSU02019,12.2795,11.3261,11.6971,9.1735,9.7911,9.9374,11.2769,11.6818,11.5348,9.599,10.0971,10.2851
BSU02030,9.4014,9.0853,9.7247,8.6274,9.6934,9.1679,8.8715,9.3017,9.9928,8.6486,9.5338,9.4703
BSU02040,10.2032,9.7883,10.4522,10.9603,12.2831,11.98,10.1216,12.4141,10.2804,11.3095,12.2703,12.1401
BSU02050,11.9612,10.9941,11.6601,11.953,12.9131,12.6554,11.4726,13.2093,11.4656,12.1007,12.5526,12.0272
new_226436_226565,10.6119,11.2411,10.9794,9.2232,10.5926,10.5179,10.0246,10.8573,11.1968,9.6469,10.6521,10.8767
BSU02060,10.2962,10.7402,10.6472,8.9826,10.0847,9.8586,9.9072,10.412,10.7521,9.48,9.9512,10.1161
BSU02070,7.1126,7.3171,6.9126,7.5208,7.0058,7.2987,7.3658,7.3531,6.7736,7.3055,7.0544,7.4126
BSU02080,7.01,7.0132,6.8084,7.4772,6.8318,7.1225,7.2438,7.255,6.5608,7.1452,6.9758,7.2389
BSU02090,8.8466,7.8064,8.971,8.5187,8.7823,8.946,8.3345,9.4436,8.822,8.5125,8.7396,9.0112
BSU02100,7.6418,7.5512,7.5732,7.4074,7.5838,7.4817,7.7131,8.3388,7.6973,7.4442,7.8222,7.7264
BSU02110,9.0531,9.838,9.4311,9.0659,10.4594,10.1644,9.0715,11.7069,9.4468,9.7969,10.8764,10.7955
BSU02120,13.1052,13.4718,13.3545,11.3643,12.3838,12.092,12.8606,13.7301,13.4272,11.9494,12.3254,12.6497
BSU02130,9.7717,13.6646,10.7319,9.7475,10.1966,10.184,9.655,10.005,10.7768,10.156,9.9902,10.913
BSU02140,9.3113,13.471,10.3091,9.3507,9.7325,9.7359,9.3969,9.304,10.4247,9.7191,9.7004,10.4823
new_234998_235624,7.293,8.0958,7.1025,7.4548,7.0297,7.218,7.4632,7.3022,7.1468,7.137,7.012,7.147
new_235329_235401_c,9.3435,12.3983,10.1476,8.2638,9.3072,9.1728,9.174,9.3627,10.1013,9.6314,9.56,10.7404
new_235403_235489_c,9.3297,12.1425,10.0333,8.2413,9.2516,9.0953,9.1754,9.298,9.9023,9.366,9.5497,10.5429
BSU02150,7.8701,8.7021,8.188,7.473,7.5283,7.5462,7.8807,8.1538,8.1246,7.2995,7.5083,7.5771
BSU02160,9.7903,10.2715,10.6163,8.6981,9.3402,9.5098,9.834,10.8289,10.7093,8.9229,9.366,9.5502
BSU02170,8.9625,9.0999,9.226,8.0887,8.4473,8.6492,9.0356,9.5831,9.4663,8.3046,8.5438,8.7079
BSU02180,11.1903,11.8562,11.8227,9.053,10.0072,9.8977,10.9431,10.4719,12.1872,9.3543,9.6405,10.4557
new_238449_238569_c,12.0054,12.6107,12.8293,9.6704,10.7696,10.5266,11.6877,11.3951,12.9146,10.1717,10.4733,11.2997
new_238571_238643_c,12.0663,12.9121,12.9916,9.8408,11.0182,10.738,11.8389,11.5952,13.1434,10.5008,10.8609,11.9493
BSU02190,12.0188,12.7593,12.8973,9.864,11.1541,10.8305,11.909,11.7716,13.0572,10.5643,11.3649,12.0402
new_239556_239643_c,11.1793,10.5983,11.6911,9.8342,10.9233,10.6224,11.553,11.1332,12.6769,10.41,11.2194,11.9369
BSU02200,9.8807,10.3353,10.8994,8.4363,9.2413,9.2346,11.2059,10.4798,11.1904,12.8769,12.6695,13.5593
BSU02210,8.6427,9.1912,9.1902,7.9375,8.3611,8.2393,8.5839,9.0363,9.3175,8.1252,8.3591,8.6151
BSU02220,8.7825,9.1298,9.2362,8.2568,8.803,8.7809,8.7899,9.3272,9.3956,8.5044,9.0338,9.0976
BSU02230,11.4005,12.0805,11.4101,9.8302,10.2241,10.1144,11.1052,10.9084,11.5642,10.0954,10.2876,11.0766
BSU02240,10.4415,10.8004,10.7595,11.0825,12.0114,12.2014,10.304,11.5479,10.7563,11.3481,11.9193,12.4091
BSU02250,10.5608,10.6042,10.3772,11.0041,11.5772,12.0286,10.1846,11.2941,10.3414,11.2371,11.4468,12.0732
new_246583_246657,12.0762,12.9717,12.4064,10.2635,11.8276,11.4068,11.8805,12.2804,12.5334,10.6438,11.5484,11.3316
BSU02260,11.4483,12.4898,11.8142,10.0309,11.3887,10.6895,11.351,11.6575,11.9805,10.1846,11.0664,10.8625
new_247549_247743,11.3425,12.0133,11.7049,9.8515,11.3079,10.5023,11.1167,11.3441,11.9929,9.9493,11.036,10.7151
BSU02270,11.6881,12.7079,12.2845,9.8903,11.8189,11.0614,11.4736,11.8143,12.6391,10.4037,11.5491,11.3907
BSU02280,12.1044,13.004,12.7668,10.5238,12.0607,11.2238,12.0696,12.1165,13.0442,10.8049,11.9074,11.6178
BSU02290,12.057,12.6479,12.5014,10.3141,11.6699,10.8723,11.8587,11.7973,12.8871,10.6594,11.5355,11.3549
BSU02300,8.8165,8.935,8.9399,7.5306,7.9676,7.4246,8.4267,8.0621,8.8362,7.4337,7.6464,7.4541
BSU02310,9.8284,10.7501,10.2638,8.9219,9.997,9.5908,9.6396,10.614,10.068,9.4255,10.0339,9.7448
BSU02320,10.1523,10.8226,10.5409,8.9459,9.8828,9.5223,10.1541,10.6182,10.5382,9.6404,10.3128,10.3292
new_252315_252458,10.1323,10.9209,10.7545,9.0123,10.0374,9.6019,10.1971,10.7724,10.6984,9.6141,10.2773,10.4679
BSU02330,13.0039,13.2719,13.4439,11.3923,12.6378,12.1838,12.7191,13.0539,13.6799,11.6825,12.7489,12.869
BSU02340,8.17,8.1692,8.5868,9.0848,10.565,10.133,8.2766,10.2744,8.5396,9.4944,10.2986,10.1397
BSU02350,10.2313,11.9782,10.4421,7.9337,8.2059,7.9691,10.3347,9.9707,10.562,7.958,8.3067,8.3945
BSU02360,9.9523,11.7867,10.38,8.0442,8.2368,7.9483,10.4031,9.9053,10.4146,8.066,8.3012,8.3342
new_257545_257726,9.1027,9.7958,9.911,8.3502,9.3116,8.7589,9.2624,9.3524,10.0423,8.5123,9.0143,9.1776
new_257573_257643_c,10.3053,11.9246,10.5167,7.9483,8.3038,8.3448,10.8162,10.1164,10.4055,8.2276,8.7814,8.7513
BSU02370,10.4016,10.5837,11.0216,8.4904,9.52,8.8126,10.3647,9.6896,11.1504,8.5465,9.1725,9.2005
BSU02380,9.2743,9.268,9.5526,7.8618,8.5127,8.2692,9.1217,8.9678,9.8957,7.8772,8.271,8.5227
new_258887_259015,8.4448,9.1443,8.6456,8.9156,8.5004,9.2547,8.8334,8.466,8.6954,8.9717,9.1283,9.4157
BSU02390,9.0219,9.4237,9.1311,9.1458,9.042,9.5366,9.0022,9.0714,9.37,9.4695,9.2435,9.5761
BSU02400,8.7462,9.3316,8.4495,7.5616,7.3378,7.5638,8.842,8.0025,8.8816,7.643,7.4645,7.6878
new_261536_261647_c,9.5339,9.7435,8.9814,8.1458,7.7675,8.3005,9.3805,8.5087,9.3567,8.2174,7.8309,8.3173
BSU02410,10.2597,9.4404,9.9141,8.7667,8.5987,8.857,9.8716,9.4387,10.0434,8.6842,8.6422,9.0399
BSU02420,7.2326,7.116,7.1897,7.3969,7.068,7.1328,7.4705,7.496,7.1519,7.2438,7.1108,7.2069
BSU02430,7.2127,7.1123,6.9783,7.4329,6.941,7.1016,7.4108,7.4003,6.8851,7.1718,7.1731,7.08
BSU02440,9.7568,9.4464,10.0723,8.8159,9.5464,9.2288,9.6348,10.3877,10.2522,9.1054,9.6981,9.749
BSU02450,9.753,9.6554,10.1321,8.7039,9.5593,9.0911,9.5664,10.1352,10.3333,9.0803,9.5457,9.6943
new_267772_267889,8.2723,7.9994,8.2499,8.3359,8.3719,8.9021,8.5845,8.7434,8.4276,10.1491,9.6491,10.1478
BSU02460,7.6073,7.4918,7.6322,7.9086,7.8986,8.012,8.081,8.1815,7.9622,9.0653,8.7084,9.232
BSU02470,7.4017,7.3841,7.5357,7.8067,7.6251,7.8827,7.8695,7.9593,7.7831,8.8689,8.6455,8.9194
BSU02480,7.1904,7.1739,7.0584,7.7746,7.4363,7.7045,7.5182,7.5762,7.1421,8.4386,7.8158,8.3886
BSU02490,7.1759,7.0123,7.0144,8.0833,7.8771,8.2623,7.5123,7.8003,7.041,8.7797,8.509,8.6904
BSU02500,10.3939,10.307,10.766,9.0344,9.8101,9.5547,9.992,9.809,10.9279,9.6064,9.8905,9.964
BSU02510,8.1427,8.2785,8.4586,8.3325,8.8296,8.9381,8.2736,8.983,8.4496,8.8168,8.9884,9.0639
new_275603_275837,11.8007,11.48,12.1155,11.0309,12.4898,12.2843,11.5437,11.7678,12.1108,11.7274,12.5268,12.649
BSU02520,11.7657,11.5212,12.1376,11.245,12.5516,11.8827,11.474,11.8191,12.3255,11.5252,12.6639,12.2591
BSU_misc_RNA_6,12.755,12.1745,13.0057,11.6572,12.9476,12.3724,12.1225,12.6332,13.2902,11.8843,12.7917,12.7345
BSU02530,9.9671,9.2244,9.7131,7.9865,8.0173,8.1608,9.7289,9.1993,10.153,8.1744,8.3446,8.3967
BSU02540,8.9941,9.0585,9.4358,7.6904,7.7265,7.8599,8.9839,8.7319,9.7939,7.6662,7.8849,8.0601
new_278308_278376,10.2422,9.7059,10.8753,8.348,9.9442,10.0225,9.8529,10.5404,11.5778,9.546,10.172,11.0902
BSU02550,10.0243,9.7421,10.5412,8.8211,9.5427,9.4535,9.7476,10.3352,10.681,9.0974,9.6291,9.8496
BSU02560,10.5103,10.4298,11.0271,9.0947,9.6875,9.5025,10.1808,10.4804,10.943,9.2858,9.4756,10.1093
BSU02570,10.5455,10.3821,11.0214,9.0748,9.4877,9.4808,10.4424,10.2945,11.0095,9.4691,9.5966,9.9938
new_280556_281740_c,7.041,7.1885,6.7774,7.5204,7.4374,7.1656,7.2905,7.2578,6.5731,7.3803,7.4773,7.0911
BSU02580,10.011,10.3936,10.6263,8.7289,9.2899,9.3024,9.8736,9.9461,10.7085,9.105,9.3097,9.7611
BSU02590,8.4589,8.2799,8.5457,8.0912,9.3891,8.2292,8.4519,9.704,8.7527,8.3263,9.1086,8.2029
new_282233_283231_c,8.44,7.55,7.5,8.27,9.63,8.03,8.41,10,7.52,8.44,9.62,7.98
BSU02600,8.0076,8.0935,8.2071,7.571,7.4407,7.4436,8.0242,7.9111,8.2417,7.4527,7.4182,7.5859
BSU02610,9.8312,9.749,10.4151,8.7295,9.4982,9.3437,9.6491,10.4769,10.5833,9.0879,9.5312,9.9192
BSU02619,7.517,7.2197,7.4505,7.5144,7.0865,7.2461,7.7368,7.559,7.3854,7.3972,7.055,7.4364
BSU02620,7.4568,7.3277,7.4337,7.5062,7.3678,7.4677,7.6293,7.5854,7.3677,7.4555,7.5963,7.8228
BSU02630,7.3651,7.4137,7.2331,7.5343,7.3669,7.3337,7.545,7.4871,7.0606,7.3085,7.1958,7.5395
new_285988_286047,7.1178,7.3156,7.1223,7.4151,7.355,7.3262,7.4647,7.4219,6.8903,7.2976,7.1815,7.4633
BSU02640,7.0543,7.2405,7.1217,7.2437,7.1114,7.0811,7.3137,7.4157,6.9594,7.0557,7.0501,7.2146
BSU02650,9.7797,9.6942,10.4993,9.6463,10.7341,10.6104,9.7756,11.1947,10.5578,10.3118,10.906,11.1303
BSU02660,9.9372,9.7904,10.3484,9.164,9.5819,9.665,9.9846,10.5424,10.4566,9.5102,9.8076,10.2231
BSU02670,8.7544,10.7233,9.4164,7.7105,8.1058,7.9257,9.0847,8.2778,9.667,7.7664,7.9809,8.0192
BSU02680,9.1078,10.0341,9.339,7.5873,7.8453,7.6508,8.6893,8.4169,9.6156,7.7166,7.7275,7.7609
BSU02690,8.4263,8.0591,8.5716,7.7535,7.5035,7.7453,8.1946,8.4376,8.6992,7.6028,7.7472,7.8665
BSU02700,10.4627,11.6969,10.8767,7.5726,7.1672,7.3112,10.0774,9.9582,10.7859,7.4229,7.3865,7.746
new_292874_293464,8.7603,9.7709,8.9634,7.4345,7.1201,7.2043,8.7009,8.3274,8.9549,7.3453,7.255,7.3268
BSU02710,8.0532,8.7655,8.9635,7.5851,8.1435,7.467,8.0784,7.779,9.2719,7.5646,8.0335,7.873
BSU02720,11.5524,12.3274,11.8482,9.0701,9.5715,9.1776,11.0608,10.3147,12.0905,8.9552,9.6544,9.5811
BSU02730,10.0932,10.2483,10.5842,8.8716,9.8671,9.6046,9.9124,10.3926,10.6454,9.1839,9.7065,10.1135
BSU02740,10.4134,10.6724,10.9912,9.3243,10.1921,9.9218,10.3043,10.8457,11.0934,9.5114,10.3019,10.6091
BSU02750,10.0515,10.1893,10.6684,9.5836,9.3933,10.1471,10.0676,8.8293,10.7772,10.8802,10.1463,10.7932
BSU02760,10.0171,10.2749,10.4642,9.513,9.2398,10.0223,10.0701,8.8343,10.6244,10.8537,10.1689,10.6258
BSU02770,10.8662,10.584,11.4341,10.4093,11.2528,11.2758,10.6654,11.4064,11.3348,11.1341,11.2861,11.7871
BSU02780,8.5973,9.7927,9.3947,7.7968,8.1994,7.4336,8.721,8.1267,9.4044,7.666,8.0193,7.7392
new_300503_300693_c,9.2616,10.4868,9.9893,7.9093,8.7377,7.7919,9.2419,8.3993,10.0741,7.8466,8.3922,8.0371
BSU02790,9.5707,9.567,10.1439,8.6776,9.5016,9.2729,9.552,9.6443,10.1367,8.9868,9.459,9.6885
new_302355_302434,11.8911,9.4942,12.4585,8.602,9.5973,8.9103,11.9778,9.5806,12.5874,8.6187,9.6318,9.4504
BSU02800,12.2303,9.2752,12.4586,8.3959,9.4834,8.5144,11.7686,9.4348,12.5949,8.253,9.2577,8.8839
new_303797_304377,11.1529,8.7795,11.3209,7.7396,8.0319,7.596,10.6758,8.1749,11.3012,7.4993,7.9314,7.8065
BSU02810,9.0073,9.4277,9.559,8.2934,9.2622,8.5421,8.6915,9.242,9.4777,8.3907,9.1669,8.8001
new_304308_304389_c,9.2541,9.2624,9.5406,8.294,9.3761,8.5675,9.0453,9.4596,9.5751,8.6108,9.5752,9.0716
BSU02820,12.3592,11.4018,12.5602,10.5537,11.6217,11.3572,11.9504,12.647,12.6539,11.1732,11.7753,12.1484
BSU02830,7.7383,7.9898,7.8658,7.5567,7.6281,7.7008,7.8915,8.1174,7.829,7.7342,7.9379,8.2211
BSU02840,7.8016,8.0338,7.8586,7.7523,7.7255,7.7967,7.867,8.0357,7.8629,7.7533,8.0085,8.2763
BSU02850,8.257,8.7333,9.3668,7.8553,8.2118,8.1547,8.2535,8.7566,9.413,7.7724,8.3001,8.3853
BSU02860,9.6762,9.9828,10.1189,8.2574,8.866,8.4245,9.3868,9.3085,10.4625,8.2013,8.8022,8.7107
BSU02870,9.7279,10.8338,10.3006,8.3421,9.1457,8.6661,9.6543,9.4659,10.7092,8.3856,9.0387,8.9955
BSU02880,9.3942,8.6979,9.4969,8.0166,8.3635,8.727,9.1776,9.2304,9.9818,8.1705,8.3647,8.6298
new_311859_312061,7.8505,7.5894,8.0268,7.5853,7.4469,7.8193,7.7378,7.7353,8.1973,7.3144,7.3181,7.7046
new_312063_312158,14.5312,15.2575,15.0943,12.9073,14.0559,14.0025,14.5486,14.8642,15.1791,13.4591,14.326,14.4726
BSU02890,14.5086,14.9535,14.9029,13.2889,14.104,13.8137,14.4068,14.8727,15.1143,13.7073,14.3501,14.2563
BSU02900,14.5128,14.6382,14.583,13.2063,13.8495,13.7572,14.346,14.5781,14.7081,13.9278,14.3715,14.4292
BSU02910,14.5822,14.8216,14.7577,13.4222,14.1059,13.944,14.4398,14.869,14.845,14.1204,14.441,14.5983
BSU02920,14.3991,14.7678,14.751,13.0033,14.1591,13.8398,14.3384,14.8007,14.9337,13.8343,14.465,14.509
BSU02930,12.8088,12.8054,13.0471,11.2498,12.1509,11.8164,12.7172,13.1286,13.1462,11.9753,12.3458,12.3539
BSU02940,13.2129,12.969,13.2955,11.5469,12.247,11.8372,12.8602,13.1648,13.1668,12.1973,12.3155,12.4085
BSU02950,9.1922,9.8683,9.588,8.0945,8.7633,8.4356,9.1866,8.8318,9.9265,8.4857,8.9047,9.0541
BSU02960,6.9326,7.3258,6.9954,7.2489,6.6136,6.8031,7.2833,7.072,6.9972,6.8917,6.7636,6.7755
BSU02970,11.1842,10.4623,11.3694,9.6478,10.8546,10.1182,10.2311,11.4344,11.4549,9.5018,10.5789,9.9591
BSU02980,13.4633,13.0685,13.9872,10.4665,11.7125,10.6246,13.1139,11.0271,14.1562,10.7836,11.6044,10.9797
BSU02990,13.3089,13.1655,13.8962,10.1274,11.6095,10.6052,13.0451,10.9935,14.1458,10.7494,11.5393,11.0475
BSU03000,13.4024,13.4504,13.8324,10.2368,11.2543,10.3582,13.1364,10.8617,13.8731,10.6907,11.0885,10.796
BSU03010,8.4009,8.1684,8.5342,9.4718,8.7786,9.7477,8.6959,8.62,9.0221,9.9873,9.2485,9.8969
new_325190_325277_c,8.6287,8.3616,9.0978,9.6809,8.9728,10.2952,9.3428,8.7649,9.8152,10.3741,9.7452,10.736
BSU03020,7.7288,7.6045,7.5291,7.9602,7.7967,8.2142,7.8631,7.7346,7.8216,8.022,7.7268,8.0244
BSU03030,10.4044,10.1953,10.8665,9.9416,11.0598,10.9704,10.5061,10.8566,11.4515,9.8318,10.8811,11.2282
new_327480_327617,10.8805,10.0502,11.2346,12.6162,13.3115,13.559,11.4574,12.9688,11.1269,13.0221,13.2749,14.0999
BSU03040,10.1851,9.6419,10.7867,11.5312,12.6872,12.5715,10.6813,12.3329,10.8911,12.0755,12.7757,12.9687
BSU03050,15.5475,15.5863,15.8814,11.8676,13.7782,11.7346,15.6426,12.2156,15.7822,11.6148,13.3806,11.688
BSU03060,14.3835,15.0641,14.6231,8.291,12.5583,8.2591,14.417,10.7956,15.0871,8.911,12.7482,8.8699
BSU03070,10.2988,11.2951,10.3634,7.9124,8.2605,8.2028,10.3882,9.9886,10.7288,8.0064,8.2968,8.3936
